index,rule_id,rule_type,tool,level,file_type,start_line,rank,occurrence_count,severity,ground_truth_fp
2193,path-traversal,mixed,Semgrep,none,production,1554,0.6272794576924252,3,0.9631575235839414,False
2194,unused-import,clear_fp,Semgrep,warning,test,614,0.2565585062489514,2,0.34785732114009005,True
2195,prototype-pollution,mixed,SonarQube,error,test,383,0.2307653854831716,5,0.4393305027932003,False
2196,hardcoded-secret,mixed,SonarQube,warning,production,83,0.8557561929123605,3,0.5348862699570007,True
2197,latest-tag,clear_fp,CodeQL,note,config,879,0.30152040388863677,8,0.22979645517860003,True
2198,prototype-pollution,mixed,SonarQube,warning,test,664,0.13322970727684236,1,0.28058468369349077,False
2199,command-injection,clear_vp,SonarQube,warning,infra,1015,0.034286551606133475,7,0.12873380938473156,False
2200,dns-exfiltration,clear_vp,Semgrep,error,production,625,0.7700370236912191,2,0.33307576787614124,False
2201,sqli-confirmed,clear_vp,Semgrep,note,test,283,0.056751182173023884,5,0.09521807906940827,False
2202,catch-generic,clear_fp,Semgrep,error,test,978,0.39937025435135853,2,0.173039766138676,True
2203,public-subnet,mixed,SonarQube,warning,infra,1642,0.4139285660554123,3,0.151240296107912,False
2204,catch-generic,clear_fp,SonarQube,warning,production,132,0.18593439448226712,4,0.708950924334157,True
2205,todo-comment,clear_fp,SonarQube,none,production,1703,0.8171419332282389,10,0.29407115917304427,True
2206,catch-generic,clear_fp,Semgrep,note,infra,1542,0.23958761849403332,5,0.6103871804869687,True
2207,dom-xss,clear_vp,SonarQube,note,production,1031,0.3844293042801694,3,0.8051200248207101,False
2208,rds-public,mixed,SonarQube,note,production,78,0.29691733167738155,4,0.05890251521197798,False
2209,deserialization,clear_vp,SonarQube,note,test,614,0.6432130030224263,5,0.493915682816369,True
2210,prototype-pollution,mixed,Semgrep,warning,config,1359,0.006042696858066909,2,0.6734998608184691,True
2211,rce-confirmed,clear_vp,CodeQL,warning,test,1064,0.40045380868174474,6,0.2719408028130017,False
2212,xss-reflected,mixed,SonarQube,note,production,151,0.6656475539671354,3,0.9514847675100698,True
2213,weak-cipher,mixed,Semgrep,none,production,1402,0.42157623737063554,4,0.2400335843743302,False
2214,public-subnet,mixed,Semgrep,error,production,1608,0.41133697004997294,3,0.3082623084654311,True
2215,prototype-pollution,mixed,CodeQL,error,production,331,0.03534104460972576,4,0.11829889004072147,False
2216,rce-confirmed,clear_vp,Semgrep,none,production,1682,0.19062021068151358,5,0.7069844180285014,False
2217,hsts-missing,clear_fp,SonarQube,warning,test,114,0.22989349056807895,4,0.5207742386385216,True
2218,sql-injection,mixed,Semgrep,error,production,1898,0.40872592827626475,4,0.18044199864596888,False
2219,hardcoded-secret,mixed,Semgrep,note,production,1998,0.7285558062299383,4,0.8244508114295005,False
2220,latest-tag,clear_fp,SonarQube,warning,config,1952,0.23276596429335317,3,0.3258467803907379,True
2221,line-too-long,clear_fp,Semgrep,error,test,1722,0.29807495380926163,3,0.08653077727317637,True
2222,sqli-confirmed,clear_vp,CodeQL,warning,production,1851,0.9642259558767506,4,0.7398163343882102,False
2223,sqli-confirmed,clear_vp,SonarQube,warning,test,1230,0.38877752008402544,2,0.14707305685676686,True
2224,open-redirect,mixed,CodeQL,note,config,231,0.6430176824140023,2,0.9995983822000198,True
2225,line-too-long,clear_fp,CodeQL,warning,test,1794,0.2727864706808315,3,0.8149993898456,True
2226,malware-callback,clear_vp,SonarQube,warning,config,1440,0.9546118707097154,3,0.9339334508549741,False
2227,sql-injection,mixed,Semgrep,warning,test,1580,0.09175188782584576,6,0.11920891141395673,False
2228,http-404-burst,clear_fp,SonarQube,warning,production,603,0.25021695889213,1,0.9592677361349363,True
2229,ssrf-request,clear_vp,SonarQube,warning,production,34,0.3495846498895404,3,0.9991370762165098,False
2230,public-subnet,mixed,SonarQube,warning,production,1268,0.898328435923853,6,0.9711037439891592,True
2231,deserialization,clear_vp,Semgrep,note,production,1704,0.04663487864457372,5,0.8993661393789949,False
2232,rce-confirmed,clear_vp,CodeQL,warning,production,422,0.9417483622312047,5,0.08342434221115358,False
2233,dom-xss,clear_vp,SonarQube,note,test,941,0.3987142493537392,5,0.12976330729799612,False
2234,hardcoded-secret,mixed,SonarQube,note,test,878,0.2462256519846745,5,0.29644099227541565,True
2235,path-traversal,mixed,Semgrep,none,production,669,0.7468271754630709,7,0.8314417798338483,True
2236,dns-exfiltration,clear_vp,SonarQube,error,production,841,0.18446624039044923,8,0.4305648421698647,False
2237,malware-callback,clear_vp,CodeQL,warning,test,30,0.12906873889871995,1,0.8974129799709907,False
2238,path-traversal,mixed,Semgrep,error,infra,1512,0.7631467101641358,4,0.09985782447202562,False
2239,weak-cipher,mixed,Semgrep,note,test,1303,0.19725277773071948,3,0.22062390831025425,True
2240,command-injection,clear_vp,Semgrep,error,production,566,0.3782827590363421,4,0.6739125965993212,False
2241,weak-cipher,mixed,Semgrep,note,production,1372,0.5653139862898864,2,0.7138422800498265,True
2242,catch-generic,clear_fp,CodeQL,note,config,742,0.09030774856562673,4,0.7907501660653935,True
2243,todo-comment,clear_fp,SonarQube,note,infra,1096,0.786996118766629,3,0.7821595192204462,True
2244,dom-xss,clear_vp,Semgrep,none,production,1136,0.8331094174196363,6,0.8886431808940862,False
2245,xss-reflected,mixed,Semgrep,warning,infra,1319,0.5792599406346188,6,0.04264849794656744,True
2246,http-404-burst,clear_fp,CodeQL,error,production,99,0.7640867829913307,2,0.6802204038586392,True
2247,dom-xss,clear_vp,SonarQube,warning,infra,1706,0.3995062484775861,3,0.4338365240273626,False
2248,ssrf-request,clear_vp,Semgrep,note,production,160,0.1020799669741872,2,0.05502771397236739,False
2249,rce-confirmed,clear_vp,CodeQL,warning,infra,1797,0.7275020056250169,9,0.36291134462338515,False
2250,sqli-confirmed,clear_vp,SonarQube,warning,test,969,0.9465955914982225,2,0.8116353199647066,False
2251,path-traversal,mixed,SonarQube,warning,infra,791,0.5428173620781757,8,0.013847635506381906,True
2252,todo-comment,clear_fp,Semgrep,note,test,1329,0.32675612705440515,5,0.5254616010359016,True
2253,open-redirect,mixed,Semgrep,note,config,1875,0.02491627968593102,4,0.8268016663758642,True
2254,open-redirect,mixed,Semgrep,warning,test,1315,0.6674991196239858,5,0.8707001108984207,True
2255,sql-injection,mixed,Semgrep,note,production,940,0.040439242982931334,3,0.4727810301110631,False
2256,rce-confirmed,clear_vp,CodeQL,error,test,457,0.2522713787144927,4,0.7813126284286044,False
2257,weak-cipher,mixed,Semgrep,warning,test,1222,0.6089330209896426,3,0.2947842091785916,False
2258,path-traversal,mixed,SonarQube,note,production,1212,0.7219133493118358,4,0.8110797937356735,True
2259,todo-comment,clear_fp,CodeQL,warning,infra,431,0.23053879217091333,3,0.7347384757650869,True
2260,malware-callback,clear_vp,SonarQube,error,production,577,0.09102908880028526,6,0.46510472628296873,False
2261,command-injection,clear_vp,SonarQube,warning,production,1242,0.8028491069882814,3,0.5852222875080462,False
2262,ssh-anomaly,mixed,Semgrep,warning,test,1241,0.1476666111414876,3,0.44341269619787993,True
2263,s3-no-encryption,mixed,CodeQL,note,production,1602,0.665386623785032,4,0.4629740118747546,False
2264,insecure-deser,clear_vp,SonarQube,none,production,1345,0.448234633217067,4,0.6561706972864274,False
2265,prototype-pollution,mixed,SonarQube,warning,production,19,0.8845314396280024,8,0.8095801204568599,False
2266,csrf-missing,mixed,SonarQube,error,infra,524,0.8588548191493789,2,0.33720926331101475,False
2267,insecure-deser,clear_vp,SonarQube,error,test,936,0.08524924501155029,6,0.24971641363500263,True
2268,insecure-deser,clear_vp,SonarQube,error,config,1689,0.7805867126366647,3,0.9014692283942561,False
2269,prototype-pollution,mixed,CodeQL,note,test,980,0.45275545127491557,4,0.40609004218390676,True
2270,line-too-long,clear_fp,SonarQube,note,test,1333,0.5890275371247186,2,0.8233738668247605,True
2271,xss-reflected,mixed,SonarQube,note,production,425,0.048655781999131564,4,0.028815401053605694,False
2272,assert-usage,clear_fp,SonarQube,error,test,1437,0.6011416668628448,3,0.5970544656150173,True
2273,csrf-missing,mixed,CodeQL,error,infra,1565,0.5082227016882677,6,0.3082670029862493,False
2274,path-traversal,mixed,Semgrep,note,config,1840,0.40074336499727403,9,0.4832249663317051,True
2275,gdpr-data-leak,clear_vp,CodeQL,error,production,1383,0.9064650646515402,3,0.15496184652386868,False
2276,public-subnet,mixed,CodeQL,error,test,1336,0.7250931110695649,2,0.3937604003795633,False
2277,gdpr-data-leak,clear_vp,SonarQube,error,infra,1385,0.2515009199344028,5,0.07027623588769993,False
2278,deserialization,clear_vp,SonarQube,warning,production,485,0.6137989590420808,6,0.6699713489009396,False
2279,hardcoded-secret,mixed,Semgrep,warning,production,1112,0.024905069746200437,2,0.7814059261710522,False
2280,sql-injection,mixed,Semgrep,note,production,1376,0.944042501735808,6,0.444243920802322,True
2281,public-subnet,mixed,CodeQL,error,infra,245,0.5673441935139752,3,0.49981693740841404,False
2282,sqli-confirmed,clear_vp,SonarQube,none,infra,1729,0.6693911100886447,8,0.33395635634444587,False
2283,todo-comment,clear_fp,CodeQL,note,production,848,0.28786732842250773,4,0.24931486641109024,True
2284,weak-cipher,mixed,CodeQL,note,production,1668,0.5556911944786388,3,0.5383365129442652,False
2285,http-404-burst,clear_fp,Semgrep,error,production,416,0.5796704351975396,6,0.39482775165562656,True
2286,weak-cipher,mixed,SonarQube,note,test,540,0.7738033312474814,5,0.20345305052922769,True
2287,malware-callback,clear_vp,Semgrep,warning,production,1095,0.9984169636492549,2,0.7804680401549412,False
2288,hardcoded-secret,mixed,SonarQube,warning,production,329,0.01917155756401523,5,0.22000015071414647,True
2289,sqli-confirmed,clear_vp,CodeQL,note,production,1791,0.7051122613353439,2,0.612655895228373,False
2290,malware-callback,clear_vp,CodeQL,warning,production,293,0.2084532456294853,4,0.8368044917030427,False
2291,command-injection,clear_vp,CodeQL,error,production,649,0.13801460547566624,1,0.013459952931471286,False
2292,dom-xss,clear_vp,SonarQube,note,config,865,0.6709167840534915,3,0.4453722938425705,False
2293,command-injection,clear_vp,CodeQL,warning,production,1689,0.9642488410362291,4,0.42394308493982424,False
2294,unused-import,clear_fp,Semgrep,note,test,1415,0.12214920789060113,5,0.28542768512447336,True
2295,command-injection,clear_vp,CodeQL,warning,config,1799,0.025860383538597098,4,0.30615356213210076,True
2296,todo-comment,clear_fp,SonarQube,note,infra,489,0.46200001073728536,5,0.06665559174667346,True
2297,insecure-deser,clear_vp,SonarQube,warning,test,1925,0.8542604370931057,2,0.640617124225558,False
2298,xss-reflected,mixed,SonarQube,note,production,1276,0.9098509748640853,4,0.13225359215605248,False
2299,line-too-long,clear_fp,CodeQL,none,infra,1159,0.9839174948547723,3,0.4154517736790876,True
2300,sql-injection,mixed,CodeQL,error,test,1309,0.232108962879776,3,0.48523896903031427,True
2301,command-injection,clear_vp,Semgrep,warning,production,920,0.3362638796625149,2,0.5331775937602949,False
2302,dns-exfiltration,clear_vp,CodeQL,warning,production,144,0.7504308488338631,2,0.058872175089750844,False
2303,gdpr-data-leak,clear_vp,SonarQube,warning,production,1527,0.38251790797490937,7,0.7627395319435024,False
2304,dns-exfiltration,clear_vp,CodeQL,error,production,191,0.3779341063450531,6,0.6889130176988153,False
2305,todo-comment,clear_fp,SonarQube,error,production,1156,0.5537169151588768,10,0.03871250836706608,True
2306,ssrf-request,clear_vp,SonarQube,warning,production,1114,0.7477416516079946,6,0.20304881010489884,False
2307,s3-no-encryption,mixed,SonarQube,warning,test,960,0.6611351469183497,3,0.2972585469036878,True
2308,hardcoded-secret,mixed,SonarQube,note,production,773,0.07375292365782793,3,0.9978985094224627,False
2309,command-injection,clear_vp,SonarQube,note,production,242,0.2957090956049928,1,0.19674052243235995,False
2310,dns-exfiltration,clear_vp,Semgrep,note,test,329,0.7888217210923385,5,0.09413976066968865,False
2311,gdpr-data-leak,clear_vp,CodeQL,error,test,95,0.15343172375969316,6,0.9750605256429472,True
2312,s3-no-encryption,mixed,Semgrep,note,config,147,0.040995761838033995,6,0.5288433742187594,False
2313,hsts-missing,clear_fp,CodeQL,warning,production,639,0.41177729056235735,5,0.8912518131481663,True
2314,sql-injection,mixed,CodeQL,none,test,1401,0.3744148056036056,3,0.724033596655804,True
2315,unused-import,clear_fp,CodeQL,warning,infra,59,0.4114427666804108,5,0.9539757140805427,True
2316,deserialization,clear_vp,Semgrep,warning,production,1634,0.16595449748626168,2,0.4132346502181655,False
2317,malware-callback,clear_vp,SonarQube,warning,production,1310,0.8171409702270372,5,0.5800168853871507,False
2318,bare-except,clear_fp,Semgrep,note,production,89,0.01960356804628205,4,0.43725450068309213,True
2319,sql-injection,mixed,Semgrep,error,infra,1402,0.275108437389903,5,0.6197348363528066,False
2320,ssrf-request,clear_vp,Semgrep,none,production,888,0.018966384731041175,5,0.6921862883801171,False
2321,assert-usage,clear_fp,Semgrep,note,test,1670,0.5418353053646227,4,0.23679199785645566,False
2322,sqli-confirmed,clear_vp,SonarQube,warning,production,99,0.6999187748384222,3,0.6955312485118323,False
2323,open-redirect,mixed,Semgrep,warning,infra,1548,0.8160108418244626,4,0.49397465327548096,False
2324,command-injection,clear_vp,Semgrep,error,production,517,0.14521006061127795,5,0.5825868543910996,False
2325,csrf-missing,mixed,CodeQL,note,config,1002,0.37486159965176824,3,0.25753545024058344,True
2326,prototype-pollution,mixed,Semgrep,warning,production,1113,0.07189534051450697,3,0.05984718972688852,False
2327,sqli-confirmed,clear_vp,CodeQL,note,production,428,0.43464443931069696,4,0.40575212395423255,False
2328,hardcoded-secret,mixed,Semgrep,note,config,1094,0.6457278158005122,3,0.41440685567053215,True
2329,s3-no-encryption,mixed,Semgrep,warning,config,1109,0.6819874051463097,3,0.024606029124990103,True
2330,rds-public,mixed,Semgrep,note,test,364,0.3104782331172782,4,0.6623670951866807,True
2331,malware-callback,clear_vp,SonarQube,warning,production,1854,0.6987399073299491,2,0.6465879505288259,False
2332,deserialization,clear_vp,CodeQL,none,config,143,0.8383972484821333,4,0.5889817000934034,False
2333,ssh-anomaly,mixed,CodeQL,error,production,1051,0.013890134966268008,3,0.8209471574549682,False
2334,unused-import,clear_fp,CodeQL,note,infra,1110,0.4444356097745388,5,0.07977592530942323,True
2335,dom-xss,clear_vp,CodeQL,note,production,1367,0.4198863194402218,2,0.24679577358914595,False
2336,sql-injection,mixed,CodeQL,error,config,261,0.6418607787630198,3,0.7705325470381457,False
2337,hsts-missing,clear_fp,CodeQL,warning,test,1511,0.9919948163241387,3,0.927073532054248,True
2338,public-subnet,mixed,CodeQL,warning,production,1868,0.42507074548840995,5,0.5602554550011573,False
2339,latest-tag,clear_fp,Semgrep,error,production,1300,0.6132947714839049,6,0.2654731883060909,True
2340,gdpr-data-leak,clear_vp,SonarQube,warning,production,406,0.16925952420404577,2,0.472910946688326,False
2341,malware-callback,clear_vp,CodeQL,note,config,1949,0.8502206778226161,3,0.2703589138157041,False
2342,gdpr-data-leak,clear_vp,Semgrep,note,config,166,0.2978644872250884,2,0.09286233431325075,False
2343,todo-comment,clear_fp,SonarQube,error,test,86,0.9649792960461111,3,0.4165338974751863,True
2344,dns-exfiltration,clear_vp,SonarQube,error,test,102,0.15077150681110096,10,0.5741555454323672,False
2345,bare-except,clear_fp,Semgrep,warning,production,624,0.14511498425764058,2,0.6534188353930929,True
2346,assert-usage,clear_fp,Semgrep,none,config,1153,0.9996956093547604,3,0.2262057658036466,True
2347,hsts-missing,clear_fp,SonarQube,none,production,613,0.4087207622276604,3,0.8128181253338548,True
2348,path-traversal,mixed,CodeQL,warning,production,538,0.2993201091392361,5,0.8949663786438646,True
2349,dom-xss,clear_vp,Semgrep,error,production,746,0.07956081167188134,3,0.3995722587142272,False
2350,csrf-missing,mixed,CodeQL,note,config,436,0.20045546130537995,6,0.37852304346325316,True
2351,deserialization,clear_vp,Semgrep,warning,production,1928,0.8107920721628282,4,0.17532766253662913,False
2352,rce-confirmed,clear_vp,SonarQube,error,test,1055,0.661014607032738,5,0.12017932919579455,False
2353,insecure-deser,clear_vp,CodeQL,warning,production,608,0.20751462525023023,3,0.028164994016766087,False
2354,unused-import,clear_fp,CodeQL,warning,production,1772,0.48427524382170417,4,0.7129601777644295,True
2355,public-subnet,mixed,CodeQL,warning,infra,336,0.38067648524146835,3,0.5439696357977055,False
2356,http-404-burst,clear_fp,CodeQL,note,production,1163,0.8597478956615386,8,0.9346292187427798,True
2357,dns-exfiltration,clear_vp,Semgrep,warning,production,1624,0.31994886235158737,3,0.6973626903614653,False
2358,dns-exfiltration,clear_vp,Semgrep,note,production,1340,0.7988393747548556,7,0.022006163324646,False
2359,hsts-missing,clear_fp,CodeQL,none,config,65,0.7461023904196028,5,0.8746594341333682,True
2360,deserialization,clear_vp,SonarQube,warning,test,553,0.010238002575995386,3,0.7284766841211328,False
2361,prototype-pollution,mixed,CodeQL,warning,production,775,0.19373021144311697,4,0.5040768053058848,True
2362,rds-public,mixed,CodeQL,note,production,1324,0.5209961259858169,6,0.7605313649698012,True
2363,eval-detected,clear_fp,CodeQL,note,test,1708,0.5282248652305088,4,0.5687715775903344,False
2364,hardcoded-secret,mixed,CodeQL,note,production,521,0.859361595691076,2,0.5440033237555207,False
2365,hsts-missing,clear_fp,SonarQube,error,infra,1702,0.4758765081652758,2,0.56913837370644,True
2366,sqli-confirmed,clear_vp,CodeQL,warning,production,745,0.3264100860344259,5,0.9340437926474934,False
2367,eval-detected,clear_fp,Semgrep,warning,production,1193,0.505846376942053,3,0.36144950620796157,True
2368,command-injection,clear_vp,CodeQL,warning,production,1449,0.4083796806314758,3,0.10554913671295041,False
2369,rce-confirmed,clear_vp,SonarQube,error,infra,264,0.7466588171393899,4,0.11525831169203882,False
2370,line-too-long,clear_fp,SonarQube,error,production,348,0.2370814049312715,4,0.27643161170080777,True
2371,s3-no-encryption,mixed,CodeQL,none,production,1521,0.014589824843216359,5,0.8880690204626343,False
2372,latest-tag,clear_fp,SonarQube,error,production,707,0.9029796490563489,2,0.4080473309345336,True
2373,line-too-long,clear_fp,CodeQL,note,production,1049,0.7541479847464423,4,0.25550668371821117,True
2374,dom-xss,clear_vp,SonarQube,warning,test,1604,0.7895506015797668,4,0.15483131819344675,False
2375,sql-injection,mixed,SonarQube,error,production,1924,0.6431034996950392,5,0.010390666041836027,False
2376,line-too-long,clear_fp,Semgrep,error,production,1712,0.26446882881443,1,0.8206753439752291,True
2377,eval-detected,clear_fp,SonarQube,warning,config,1204,0.3747217101923378,5,0.5355194199109402,True
2378,latest-tag,clear_fp,CodeQL,none,production,299,0.21479003873925429,3,0.45501178588992097,True
2379,dom-xss,clear_vp,CodeQL,warning,infra,475,0.8309903105675974,3,0.5855866468419892,False
2380,gdpr-data-leak,clear_vp,CodeQL,note,production,517,0.09442807969363554,3,0.6491036348645998,False
2381,line-too-long,clear_fp,CodeQL,warning,production,14,0.4495719976912065,8,0.6385891232915506,True
2382,open-redirect,mixed,Semgrep,error,production,72,0.8308452800594213,5,0.02690415384963385,True
2383,latest-tag,clear_fp,SonarQube,warning,infra,106,0.004335108609341276,8,0.46349617829897416,True
2384,sql-injection,mixed,CodeQL,none,production,1249,0.41851722326509766,5,0.5461072586951875,True
2385,http-404-burst,clear_fp,SonarQube,error,test,1699,0.9197646338134479,5,0.3269124672523922,False
2386,insecure-deser,clear_vp,SonarQube,warning,production,1681,0.2041990625927761,2,0.15814946056952195,False
2387,bare-except,clear_fp,CodeQL,note,production,815,0.5078448532241586,2,0.4544348665747845,True
2388,http-404-burst,clear_fp,SonarQube,error,production,1528,0.027402097797213254,3,0.2712808995027455,True
2389,todo-comment,clear_fp,CodeQL,none,test,1325,0.6893806683365004,3,0.24498021593384223,True
2390,ssh-anomaly,mixed,SonarQube,warning,config,1633,0.9551300000847747,3,0.09837697772908116,False
2391,http-404-burst,clear_fp,SonarQube,warning,config,135,0.11155507896420114,5,0.15002224985441937,True
2392,ssh-anomaly,mixed,CodeQL,none,config,240,0.46800070108132263,5,0.7163998503633859,True
2393,ssh-anomaly,mixed,CodeQL,warning,config,11,0.27152612403165854,3,0.9971401828635337,True
2394,hsts-missing,clear_fp,Semgrep,note,infra,1030,0.5881117711149347,4,0.593433443140977,True
2395,gdpr-data-leak,clear_vp,Semgrep,note,production,1590,0.43526383553907444,4,0.2365552780920699,False
2396,path-traversal,mixed,Semgrep,error,test,1681,0.854186786419465,5,0.14292487554641098,True
2397,command-injection,clear_vp,SonarQube,warning,config,676,0.4672323823097815,5,0.11229472140989771,False
2398,path-traversal,mixed,CodeQL,note,infra,1600,0.45150971489177405,4,0.4058472679985483,False
2399,ssh-anomaly,mixed,SonarQube,error,config,1923,0.3885194403786828,4,0.23896653358859643,False
2400,http-404-burst,clear_fp,CodeQL,warning,production,1641,0.9232086927115225,6,0.04877974656335271,True
2401,assert-usage,clear_fp,CodeQL,error,test,963,0.09992538018373243,2,0.5028434565027161,True
2402,xss-reflected,mixed,SonarQube,warning,production,784,0.8572766360412897,6,0.14823275223614174,False
2403,assert-usage,clear_fp,Semgrep,note,production,1038,0.669236777138674,6,0.811461266997552,True
2404,csrf-missing,mixed,CodeQL,warning,config,181,0.48447132437735785,3,0.8204790816619095,True
2405,open-redirect,mixed,Semgrep,warning,test,1586,0.595287639396805,3,0.8607248984828896,False
2406,sql-injection,mixed,Semgrep,note,production,1439,0.17463886473746149,3,0.8074419885945436,True
2407,bare-except,clear_fp,Semgrep,error,production,824,0.5657117051042293,7,0.027069353136965124,True
2408,ssh-anomaly,mixed,SonarQube,note,production,1511,0.5312330609895951,5,0.6363108155392565,True
2409,latest-tag,clear_fp,Semgrep,warning,test,1109,0.9273514906632403,6,0.6578524102879766,True
2410,ssrf-request,clear_vp,SonarQube,warning,config,866,0.6305095145908143,2,0.2605532153697756,False
2411,assert-usage,clear_fp,Semgrep,none,config,189,0.825896269292096,4,0.8496926533102606,True
2412,ssrf-request,clear_vp,CodeQL,error,production,1201,0.20169755615184637,2,0.2178930641891722,False
2413,latest-tag,clear_fp,CodeQL,note,test,28,0.5383405988104426,5,0.4995866531218922,True
2414,hsts-missing,clear_fp,SonarQube,note,production,471,0.5678128758506288,2,0.5549010937865937,True
2415,open-redirect,mixed,SonarQube,note,production,1466,0.833541702882851,2,0.5444532154467844,True
2416,malware-callback,clear_vp,Semgrep,warning,config,43,0.7846714759535519,3,0.18350883353938585,False
2417,command-injection,clear_vp,Semgrep,error,production,1122,0.8069201535406937,5,0.7569263876274804,False
2418,gdpr-data-leak,clear_vp,CodeQL,warning,infra,1291,0.08041714348977858,2,0.5577818542129321,False
2419,sql-injection,mixed,CodeQL,note,infra,1554,0.08700658705606035,3,0.1170871673548447,True
2420,csrf-missing,mixed,Semgrep,warning,test,607,0.31328771731890026,2,0.15899623544943464,True
2421,sql-injection,mixed,SonarQube,none,config,231,0.2795350245067413,3,0.9143591298520531,True
2422,open-redirect,mixed,SonarQube,warning,test,648,0.7387583897648439,5,0.955839660910142,True
2423,deserialization,clear_vp,CodeQL,warning,infra,1012,0.9196068617206368,6,0.14359089828314897,False
2424,rds-public,mixed,Semgrep,warning,test,989,0.6085544808356751,2,0.5651623338124716,True
2425,hsts-missing,clear_fp,SonarQube,none,test,900,0.023186011793026595,6,0.4506482461009247,True
2426,deserialization,clear_vp,SonarQube,note,infra,276,0.6768906165888243,2,0.115644478064866,False
2427,rce-confirmed,clear_vp,SonarQube,error,test,307,0.04482671415349859,4,0.28195100527470085,False
2428,dns-exfiltration,clear_vp,CodeQL,error,test,508,0.5975532858952937,2,0.9493347747124372,False
2429,csrf-missing,mixed,CodeQL,warning,test,129,0.4407776525463927,3,0.08569666315705937,True
2430,malware-callback,clear_vp,SonarQube,warning,infra,1112,0.8443506728467114,4,0.7149480551367945,False
2431,csrf-missing,mixed,CodeQL,warning,test,973,0.39835230480325634,5,0.9118804638774594,True
2432,sqli-confirmed,clear_vp,SonarQube,error,production,382,0.5404976579567711,3,0.025173129705610142,False
2433,bare-except,clear_fp,Semgrep,error,test,1791,0.3031037738019473,7,0.032529654585997214,True
2434,csrf-missing,mixed,SonarQube,error,infra,1354,0.27413275881336674,2,0.44806940304534637,False
2435,http-404-burst,clear_fp,SonarQube,warning,production,1996,0.9602942908811315,4,0.21589182323366674,True
2436,deserialization,clear_vp,CodeQL,warning,production,560,0.12569051356453986,4,0.1783282494554148,False
2437,open-redirect,mixed,Semgrep,error,infra,1267,0.6977479996808517,4,0.8900970353936911,False
2438,public-subnet,mixed,SonarQube,note,production,1353,0.7763518072676816,9,0.616748859233304,True
2439,xss-reflected,mixed,Semgrep,error,test,140,0.9061048893549762,2,0.20952940162251543,True
2440,public-subnet,mixed,Semgrep,note,production,887,0.019298375401592516,4,0.12157302016074278,True
2441,csrf-missing,mixed,SonarQube,warning,infra,1031,0.9446718847852377,2,0.9716990778367313,True
2442,ssrf-request,clear_vp,SonarQube,warning,test,464,0.02792259723863999,4,0.6350190700718746,False
2443,deserialization,clear_vp,Semgrep,warning,infra,908,0.24404053384224333,6,0.4274896501846589,False
2444,gdpr-data-leak,clear_vp,SonarQube,warning,test,954,0.37302841699368017,7,0.44822871665954456,False
2445,malware-callback,clear_vp,CodeQL,error,production,1974,0.6833457750793165,5,0.31053677535286117,False
2446,catch-generic,clear_fp,Semgrep,warning,test,309,0.32473364020281625,3,0.7337774229238204,True
2447,eval-detected,clear_fp,Semgrep,warning,production,1696,0.3559574530024977,3,0.961677794698704,True
2448,bare-except,clear_fp,Semgrep,error,production,156,0.2115222683689134,6,0.4473218130008154,True
2449,assert-usage,clear_fp,CodeQL,error,production,1440,0.7243404378292654,6,0.3986194139240793,True
2450,gdpr-data-leak,clear_vp,Semgrep,note,production,919,0.8160654532321651,4,0.788579216919303,False
2451,csrf-missing,mixed,SonarQube,warning,infra,590,0.21806763557193198,2,0.8964322885091256,False
2452,todo-comment,clear_fp,CodeQL,warning,production,1459,0.417240119175715,5,0.6525196570085134,True
2453,rce-confirmed,clear_vp,SonarQube,warning,test,990,0.41869257489005063,2,0.4966661809433508,False
2454,insecure-deser,clear_vp,Semgrep,error,production,1596,0.1803662918585185,3,0.5612806407135509,False
2455,hsts-missing,clear_fp,Semgrep,warning,test,1177,0.2111563775406804,3,0.6046743561687918,True
2456,rce-confirmed,clear_vp,SonarQube,note,production,1684,0.12234137992133287,2,0.5176228260134551,False
2457,s3-no-encryption,mixed,SonarQube,warning,production,1341,0.8734531335663405,3,0.6835503170576073,False
2458,s3-no-encryption,mixed,SonarQube,note,infra,700,0.09202769616671347,3,0.453472237531545,True
2459,ssrf-request,clear_vp,Semgrep,warning,production,1642,0.6757708521739515,2,0.05616616454485868,False
2460,deserialization,clear_vp,SonarQube,note,config,100,0.7909803430551121,3,0.28064639140881575,False
2461,eval-detected,clear_fp,Semgrep,warning,production,1436,0.3957839471914162,3,0.15003976429087684,True
2462,dns-exfiltration,clear_vp,CodeQL,none,production,1500,0.11704929408510811,4,0.9284563216185407,False
2463,open-redirect,mixed,Semgrep,error,test,1197,0.7013927662860725,3,0.024077668326494828,True
2464,latest-tag,clear_fp,Semgrep,note,config,713,0.8429616748380978,3,0.48069002157479146,True
2465,deserialization,clear_vp,CodeQL,note,test,329,0.2669520075371926,3,0.18152263345395792,False
2466,malware-callback,clear_vp,SonarQube,none,production,1424,0.7820427497069545,5,0.27203865658156234,False
2467,path-traversal,mixed,Semgrep,warning,production,1995,0.4926955815009496,3,0.6353617674283816,False
2468,unused-import,clear_fp,CodeQL,none,production,205,0.36564944619222595,2,0.369906231996433,True
2469,public-subnet,mixed,Semgrep,warning,production,1659,0.6601791036366953,4,0.7455139507462982,False
2470,dom-xss,clear_vp,SonarQube,warning,production,1251,0.35918755341656505,4,0.3346408444635639,False
2471,csrf-missing,mixed,Semgrep,note,config,100,0.6727927742902089,3,0.8332158673815061,True
